id,brand,categories,name,prices.amountMax,prices.amountMin,prices.availability,prices.currency,prices.isSale
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,69.99,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,39.99,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,69.99,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,69.99,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,29.99,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,42.49,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,69.99,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,39.99,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,37.49,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,69.99,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,42.49,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,37.49,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,37.49,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,37.49,,USD,FALSE
AV_X4Dx_Hh53nbDRAZCD,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Good Call Women's Loafers,69.99,69.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,55.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,47.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,69.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,59.49,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,52.49,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,69.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,55.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,69.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,50.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,47.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,89.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,59.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,52.49,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,59.49,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,59.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,69.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,52.49,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,59.49,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,69.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,47.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,69.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,50.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,50.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,59.49,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,47.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,59.49,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,47.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,69.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,52.49,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,59.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,50.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,50.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,59.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,50.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,59.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,47.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,69.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,69.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,47.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,52.49,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,50.99,,USD,FALSE
AV-ndHZmYSSHbkXwpawS,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Gravity Women's Ankle Boots,89.99,59.49,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,89.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,47.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,55.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,47.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,59.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,59.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,50.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,47.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,59.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,59.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,39.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,42.49,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,42.49,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,50.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,39.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,52.49,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,39.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,39.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,89.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,89.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,47.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,47.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,89.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,47.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,55.99,,USD,FALSE
AV-nbtKeKZqtpbFMSzdO,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles My Way Women's Moto Boots,89.99,59.99,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,37.49,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,42.49,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,69.99,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,39.99,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,69.99,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,37.49,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,39.99,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,23.79,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,69.99,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,69.99,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,42.49,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,37.49,,USD,FALSE
AV-KMloCHh53nbDR_Kmj,a2 by aerosoles,"Womens,Shoes,Loafers,A2 by Aerosoles",A2 by Aerosoles Sandbar Women's Shoes,69.99,27.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,49.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,49.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,49.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,37.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,42.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,39.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,39.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,39.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,42.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,42.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,69.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,39.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,37.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,42.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,37.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,42.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,69.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,49.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,42.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,49.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,37.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,42.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,39.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,69.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,37.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,69.99,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,42.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,37.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,37.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,42.49,,USD,FALSE
AV_MXxuOYSSHbkXwqNwA,a2 by aerosoles,"Womens,Shoes,Pumps,Heels,A2 by Aerosoles",A2 by Aerosoles Sketch Pad Women's Dress Heels,69.99,42.49,,USD,FALSE
AV_X3OiruC1rwyj_hrb9,a2 by aerosoles,"Womens,Shoes,Clogs,Mules,A2 by Aerosoles",A2 by Aerosoles Velviteen Women's Mules,79.99,47.99,,USD,FALSE
AV_X3OiruC1rwyj_hrb9,a2 by aerosoles,"Womens,Shoes,Clogs,Mules,A2 by Aerosoles",A2 by Aerosoles Velviteen Women's Mules,79.99,59.99,,USD,FALSE
AV_X3OiruC1rwyj_hrb9,a2 by aerosoles,"Womens,Shoes,Clogs,Mules,A2 by Aerosoles",A2 by Aerosoles Velviteen Women's Mules,79.99,59.99,,USD,FALSE
AV_X3OiruC1rwyj_hrb9,a2 by aerosoles,"Womens,Shoes,Clogs,Mules,A2 by Aerosoles",A2 by Aerosoles Velviteen Women's Mules,79.99,50.99,,USD,FALSE
AV_X3OiruC1rwyj_hrb9,a2 by aerosoles,"Womens,Shoes,Clogs,Mules,A2 by Aerosoles",A2 by Aerosoles Velviteen Women's Mules,79.99,50.99,,USD,FALSE
AV_X3OiruC1rwyj_hrb9,a2 by aerosoles,"Womens,Shoes,Clogs,Mules,A2 by Aerosoles",A2 by Aerosoles Velviteen Women's Mules,79.99,50.99,,USD,FALSE
AV_X3OiruC1rwyj_hrb9,a2 by aerosoles,"Womens,Shoes,Clogs,Mules,A2 by Aerosoles",A2 by Aerosoles Velviteen Women's Mules,79.99,64.99,,USD,FALSE
AV_X3OiruC1rwyj_hrb9,a2 by aerosoles,"Womens,Shoes,Clogs,Mules,A2 by Aerosoles",A2 by Aerosoles Velviteen Women's Mules,79.99,64.99,,USD,FALSE
AV_X3OiruC1rwyj_hrb9,a2 by aerosoles,"Womens,Shoes,Clogs,Mules,A2 by Aerosoles",A2 by Aerosoles Velviteen Women's Mules,79.99,47.99,,USD,FALSE
AV_brH5QKZqtpbFMUDS8,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Green Room Women's Knee High Boots,109.99,89.99,,USD,FALSE
AV_brH5QKZqtpbFMUDS8,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Green Room Women's Knee High Boots,109.99,76.49,,USD,FALSE
AV_brH5QKZqtpbFMUDS8,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Green Room Women's Knee High Boots,109.99,76.49,,USD,FALSE
AV_brH5QKZqtpbFMUDS8,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Green Room Women's Knee High Boots,109.99,109.99,,USD,FALSE
AV_brH5QKZqtpbFMUDS8,a2 by aerosoles,"Womens,Shoes,Boots,A2 by Aerosoles",A2 by Aerosoles Green Room Women's Knee High Boots,109.99,76.49,,USD,FALSE
